headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
震度４の喜界島「揺れが続き心配」　鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/56d9b767672c5e87919bc184a1af93c1ce7293b8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2024-03-15T20:11:00+09:00,2024-03-15T20:12:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,123,\n１５日午後７時３２分ごろの地震で震度４を観測した喜界町の男性は「１０秒ほど揺れたあと、揺れがいったん止まり、再び５秒ほど揺れた。物が倒れることはなかったが、その後も、揺れが続いているので心配」と話していました。\nMBC南日本放送 | 鹿児島,[],[]
奄美大島近海で地震　奄美市と喜界町で震度４　津波の心配なし　鹿児島県（MBC南日本放送）,https://news.yahoo.co.jp/articles/8abc887312476c19e08448cd5c2628f0717a4b66,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00268611-mbcnewsv-000-4-view.jpg?exp=10800,2024-03-15T19:36:00+09:00,2024-03-15T19:45:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,250,\n１５日午後７時３２分ごろ、奄美大島近海を震源地とする地震がありました。\n\n震源の深さはごく浅く、地震の規模を示すマグニチュードは５・５と推定されています。\n\nこの地震で、\n▼震度４を奄美市、喜界町\n▼震度３を瀬戸内町、十島村\n▼震度２を大和村、宇検村、龍郷町、天城町\n▼震度１を伊仙町、屋久島町\nで観測しました。\n\n津波の心配はありません。\n県や、警察、消防によりますと、午後７時４５分現在、けが人や被害の情報は入っていないということです。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00268611-mbcnewsv-000-4-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/8abc887312476c19e08448cd5c2628f0717a4b66/images/000']
熱況！ユナイテッド　攻撃か？守備か？ １６日ホーム・千葉戦へ（MBC南日本放送）,https://news.yahoo.co.jp/articles/906f2c38727d47b965caa4e9f0b5cb6fb267f3ca,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070394-mbcnewsv-000-5-thumb.jpg?exp=10800,2024-03-15T19:40:00+09:00,2024-03-15T19:43:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,754,\nMBC南日本放送\n鹿児島ユナイテッドＦＣのいまをお伝えする「熱況！ユナイテッド」です。いわきに１対３での敗戦。連敗しないための鍵は、攻撃か？守備か？練習から見えてきました。\n\n火曜日に練習を再開したユナイテッドＦＣ。今季、初黒星を喫した試合のあとでしたが…。\n\n疲れも見せず、声をかけあいながら練習に取り組んでいました。\n\n（松木アナ）「まだまだ冷たい風が吹くなかで、練習が行われています。今季初黒星のあとのホーム戦でチームが求めているものは？」\n\n（大島康明監督）「ゴール前の勝負を分ける局面の連続だから！（得点に）こだわっていかないといけない！積み上げて！」\n\n狭いコートでのボール回しでは、攻守の切り替えの速さとチャンスを生かすことを意識した練習が続き、選手間競争が激しくなる中、途中出場が続く武などが調子の良さを見せていました。\n\nこの日の練習の最後には、クロスボールへの対応を見直すなど、１６の千葉戦に向けて守備の意識も高めていました。\n\n（大島康明監督）「自分たちの攻撃のリズムができなければ、守備にもひずみが出る。先制点を許さないという表現をすると、『守る』という意識になる。先制点をとるという意識でいきたい」\n\n（新加入・ＭＦ 藤村慶太選手）「攻撃の部分では、いい部分がたくさん出ている。いい部分を増やし、ゴール前の精度を上げていけば得点は増える。敗戦のあとの試合は、大事な試合になると思う。ホームで試合ができるうえに、（先週の）ルヴァンカップでも勝っているので、あしたも勝てるようにみんなで準備したい」\n\n昨シーズン、Ｊ１昇格争いを繰り広げたジェフユナイテッド市原・千葉とのホーム戦は、１６日午後３時キックオフです。\nMBC南日本放送 | 鹿児島,[],[]
安保法制違憲訴訟　市民グループの訴え福岡高裁宮崎支部で１審に続き棄却　鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/5161bdb10b917c7f7fc5cb6e95bce29bbde875e1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070393-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-03-15T19:21:00+09:00,2024-03-15T19:21:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,353,\nMBC南日本放送\n９年前に施行された安全保障関連法について、鹿児島の市民グループが憲法違反とする訴えを起こした控訴審判決で、福岡高裁宮崎支部は１審を支持し、原告の訴えを棄却しました。\n\n安保関連法の違憲性を問う裁判は、２０１６年以降、全国でおよそ７７００人が訴えを起こしています。\n\n鹿児島でも市民グループが、平和に生存する権利を侵害されたとして、１人あたり１０万円の損害賠償を国に求めていましたが、１審の鹿児島地裁では２０２２年に棄却され、控訴していました。\n\n福岡高裁宮崎支部の１５日の判決で西森政一裁判長は、「原告らの生命・身体の安全に危険が生じたとは認められない」などとして、１審を支持し、原告の訴えを棄却しました。\n\n原告は上告する方針です。\nMBC南日本放送 | 鹿児島,[],[]
新型コロナ５週ぶり・インフル４週ぶり増加　溶連菌４～６歳が半数占める　鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/52cf2a8cc3863966e2579888dace3aa29465c920,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070392-mbcnewsv-000-3-thumb.jpg?exp=10800,2024-03-15T19:19:00+09:00,2024-03-15T19:21:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,260,\nMBC南日本放送\n感染症情報です。新型コロナ・インフルエンザともに、感染者が増えています。\n\nインフルエンザの、今月１０日までの１週間の定点あたりの感染者数は、前の週より０．９７人多い１２．７３人で、４週間ぶりに増加しました。\n\n保健所別では名瀬・鹿児島市・姶良・鹿屋で警報レベルとなっています。新型コロナの定点あたりの感染者も、前の週より多い６．２２人で、５週間ぶりに増加しました。\n\n鹿児島県は引き続き、手洗いやマスクの着用などの基本的な感染対策を呼びかけています。\nMBC南日本放送 | 鹿児島,[],[]
川内港改修進ちょくで鹿児島県「早期整備に努める」（MBC南日本放送）,https://news.yahoo.co.jp/articles/f93356802ad7ceff1e26f22660fd7f123c2a40bb,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070391-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-03-15T19:18:00+09:00,2024-03-15T19:18:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,325,\nMBC南日本放送\n川内港で行われている、国際物流ターミナルの整備に向けた改修工事について、県は早期完成を目指す考えを改めて示しました。\n\n川内港では国際物流ターミナルを整備するため、新たな岸壁を建設する工事が行われています。\n\n岸壁を構成する「ケーソン」と呼ばれる、箱型のコンクリートの設置について、１５日の県議会の委員会では、鹿児島県は来年度中に必要な２１基のうち１８基の整備をめざす考えを示しました。\n\n（県担当者）「川内港に対する薩摩川内市の思いは強い。限られた財源の中で一生懸命、予算を確保しながらやっていく」\n\n川内港の改修工事を巡っては、薩摩川内市が県に対し、早期完成を求めています。\nMBC南日本放送 | 鹿児島,[],[]
米軍ヘリが奄美空港に着陸　民間航空機への影響なし　鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/9e029a3a1f712315554408317ac43a2e1e050195,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070387-mbcnewsv-000-4-thumb.jpg?exp=10800,2024-03-15T12:49:00+09:00,2024-03-15T16:14:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,327,\nMBC南日本放送\n奄美空港に１５日午前、アメリカ軍のヘリコプター１機が着陸しました。\n着陸の理由などは分かっていませんが、事前に使用届は出されており、ほかの民間航空機への影響もないということです。\n\n県港湾空港課によりますと、１５日午前１０時３７分、アメリカ軍のヘリコプター１機が奄美空港に着陸しました。\n空港の使用届は１４日、奄美空港管理事務所に出ていたということで、民間航空機の運航への影響も出ていないということです。\n\nヘリコプターはおよそ１時間後の午前１１時２４分に空港を離陸しました。\n\n着陸の目的について、九州防衛局は「アメリカ軍の運用に関することなので、答える立場にない」としています。\nMBC南日本放送 | 鹿児島,[],[]
桜島で噴煙２９００メートルの噴火　先月の５０００メートルに次ぐことし２番目の高さ　気象台「レベル３の活動の範囲内」（MBC南日本放送）,https://news.yahoo.co.jp/articles/05b35b5b576df69847da71b293401b1fac0663ad,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070386-mbcnewsv-000-2-thumb.jpg?exp=10800,2024-03-15T12:00:00+09:00,2024-03-15T12:01:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,486,\nMBC南日本放送\n桜島で１５日未明噴火があり、噴煙が２９００メートルの高さまで上がりました。噴煙が５０００メートルの高さまで上がった、先月１４日の爆発に次ぐ、ことし２番目の高さです。\n\n桜島の南岳山頂火口で、１５日午前４時５０分に噴火が発生し、噴煙が火口から２９００メートルの高さまで上がりました。\n\nこの噴火でやや多量の噴煙があり、火山灰が火口から南東の垂水・鹿屋方向に流れました。噴煙が２９００メートルまで上がったのは、３年半ぶりに５０００メートルの高さまで上がった、先月１４日の爆発以来、１か月ぶりで、ことしに入って２番目の高さです。\n\n桜島ではことし、噴火を２４回観測していて、先週は２回だったのに対し、今週は７回と増加しています。１５日は午前９時半までに、２回観測しています。\n\n桜島では噴火警戒レベル３の入山規制が継続しており、火口からおおむね２キロの範囲で、大きな噴石や火砕流への警戒が必要です。\n\n気象台は今回の噴火について、「レベル３の活動の範囲内で山体膨張などは確認されていない」としています。\nMBC南日本放送 | 鹿児島,[],[]
「島全体でオーガニック目指す」高校生が奄美群島の課題解決へサミット初開催（MBC南日本放送）,https://news.yahoo.co.jp/articles/950bd1d118e5c5b2e211f754b9bc1c227981e41c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070388-mbcnewsv-000-2-thumb.jpg?exp=10800,2024-03-15T16:10:00+09:00,2024-03-15T16:11:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,501,\nMBC南日本放送\n奄美群島の高校生が地域の活性化などに向けて課題研究を発表する１回目の高校生サミットが奄美市で開かれました。\n\n（奄美群島高校探究コンソーシアム生徒実行委員長 福崎心結さん）\n「奄美群島高校探究コンソーシアムの設置を宣言します」\n\n奄美市の大島高校で開かれた１回目の高校生サミットは奄美群島にある９つすべての高校が加わり、共同の団体＝コンソーシアムを立ち上げ、それぞれの島の課題や興味あるものを研究、発表するものです。\n\n初回の１５日は奄美群島の７校に、神奈川県などの高校も参加して研究成果を発表しました。\n\n喜界高校２年の喜禎あさひさんは、島全体で農薬などを使わず、自然を生かしたオーガニック農業を目指すべきと発表しました。\n\n（喜界高校２年 喜禎あさひさん）\n「喜界島は１島１町なので完全なるオーガニックアイランドが可能」\n\n（発表を聞いた高校生）「社会に出たときに生きてくると思うので高校生の間でこういう探究活動をすることはすごくいいなというふうに思います」\n\n高校生サミットは来年以降も継続して行う計画です。\nMBC南日本放送 | 鹿児島,[],[]
小学校で史跡を巡るお別れ遠足「知らなかった」「歴史調べたい」　鹿児島・さつま町（MBC南日本放送）,https://news.yahoo.co.jp/articles/f02f75204f84088871088106952b532798b8d551,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070390-mbcnewsv-000-2-thumb.jpg?exp=10800,2024-03-15T16:05:00+09:00,2024-03-15T16:06:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,401,\nMBC南日本放送\nさつま町の小学校で、６年生を送り出す、お別れ遠足が行われ、子どもたちが室町時代などの史跡を巡りました。\n\n全校児童８４人のさつま町・柏原小学校が１日に行った史跡巡りはこの時期恒例のお別れ遠足で行われたものです。\n遠足で史跡巡りは初めての試みです。\n\n３つのルートに分かれたうち小学５・６年生３１人は鎌倉時代にこの地に封ぜられ、一帯を治めた渋谷氏が氏神をまつった鎮守神社や、大願寺あとや薬師堂あとなど室町時代前後の遺跡を１時間余りかけて回りました。\n\n石碑や神社などの存在自体は目にしていたものの、いわれなど知らなかった子どもたちは教育委員会の担当者から説明を受けて驚くとともに、郷土の歴史に思いをはせていました。\n\n史跡巡りのあと、子どもたちは校庭でお弁当を食べました。\n学校では今後もお別れ遠足での史跡巡りを続ける方針です。\nMBC南日本放送 | 鹿児島,[],[]
１０００種類２万本の花や木が並ぶ　１５日から春の木市　鹿児島市・甲突川河畔（MBC南日本放送）,https://news.yahoo.co.jp/articles/00219998a406e505281699303d085f78510b4d8a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070385-mbcnewsv-000-2-thumb.jpg?exp=10800,2024-03-15T11:57:00+09:00,2024-03-15T11:58:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,263,\nMBC南日本放送\n鹿児島市の甲突川河畔で、恒例の春の木市が始まりました。\n\n鹿児島市の甲突川左岸の市民広場で、１５日始まった春の木市には、植木や鉢物、果樹の苗木などあわせて１６店舗が出店し、晴天となった初日の会場にはマリーゴールドやサルビア、バーベナ、イワツヅジなどをはじめおよそ１０００種類２万本の草花や木が並びます。\n\n訪れた人たちは思い思いの木や花を買い求めていました。\n\n（購入客）\n「（ミカンの）不知火。甘いそうです」\n\n春の木市は５月６日まで開かれています。\nMBC南日本放送 | 鹿児島,[],[]
桜島で噴火　噴煙２９００メートルやや多量の噴煙　少量の降灰が宮崎県まで予想　鹿児島県（MBC南日本放送）,https://news.yahoo.co.jp/articles/38b6dbc3f396d38ad44e50f59a22a620c1186bf8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070384-mbcnewsv-000-4-view.jpg?exp=10800,2024-03-15T08:23:00+09:00,2024-03-15T08:26:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,317,\n気象台によりますと、１５日午前４時５０分に桜島の南岳山頂火口で噴火が発生し、噴煙が火口から２９００メートルの高さまで上がりました。\n\n火山灰は火口から南東の垂水・鹿屋方向に流され、桜島ではやや多量の降灰があり、降灰は宮崎県串間市まで予想されています。\n\n１５日午前１１時までに予想される降灰量は、やや多量の灰が鹿児島市、少量の灰が鹿屋市、垂水市、志布志市、大崎町、東串良町、肝付町、曽於市、宮崎県の串間市です。\n\n\n桜島では現在、噴火警戒レベル３の入山規制が継続しており、気象庁は火口からおおむね２キロの範囲で、噴火に伴う弾道を描いて飛ぶ大きな噴石や、火砕流に警戒を呼びかけています。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240315-00070384-mbcnewsv-000-4-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/38b6dbc3f396d38ad44e50f59a22a620c1186bf8/images/000']
