headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
角界入り直前の逸ノ城を破った現職公務員　36歳になっても健在、島内一決定戦を13連覇　相撲に懸ける熱い思い　種子島（南日本新聞）,https://news.yahoo.co.jp/articles/7c729aa69f3183e4efcf6a5c5ddbf129cb2a1d1b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000018-minami-000-2-view.jpg?exp=10800,2023-12-01T20:21:21+09:00,2023-12-02T00:52:40+09:00,南日本新聞,minami,南日本新聞,743,\n一般の部決勝で得意の突き押しを見せる三枝幸太郎さん（中央）＝中種子町野間\n相撲どころの鹿児島県・種子島で、１０年以上無敗の絶対的な「横綱」がいる。西之表市職員の三枝幸太郎さん（３６）。１１月２６日に中種子町であった種子島相撲大会では、腕に覚えのある若手らの挑戦をはね返し、１３大会連続１５度目の優勝を果たした。市内の相撲クラブの監督でもあり、「教え子の前では負けられない」と胸を張った。\n【写真】〈関連〉種子島相撲大会があった中種子町の位置を地図で確認する\n大会を締めくくる一般の部決勝。三枝さんは得意の突き押しで優位な体勢をつくり、最後は相手を豪快につり出し。期待に応える圧倒的な強さを見せ、会場は大歓声に包まれた。\n\n 身長１７６センチ、体重１３０キロ。小学２年で相撲を始め、中学、高校は相撲部がなかった代わりに柔道で鍛えた。種子島高校を卒業し、２００７年に市役所に入ると再び相撲の道へ。県代表に名を連ね、国体をはじめ、多くの全国大会に出場した。\n\n 県内の相撲関係者に知られた逸話がある。１３年の全日本青年選手権で、プロ入り直前だった大相撲元関脇の逸ノ城と対戦。立ち会いから果敢にぶつかり、突き落として勝った。「１９０センチ超えで見上げるほどの大きさ。勝たなければ次に進めず、必死に相撲を取った結果」と振り返る。\n\n 県連盟の女子強化部長を務め、女子相撲の普及にも力を注ぐ。指導する「西ノ海相撲クラブ」では小中学生の女子が３人いる。１０月の全国大会でいずれもベスト８以上の好成績を残した。「国体でも五輪でも男子だけの競技はほとんどない。国技を廃れさせないためにも、自分なりに面白さを伝えていければ」と、教え子たちに温かい目を向ける。\n南日本新聞 | 鹿児島
井浦新さん、天然素材のヘアケア商品プロデュース　南大隅の規格外パッションフルーツ活用「香り楽しんで」（南日本新聞）,https://news.yahoo.co.jp/articles/bffd4a970a4a26fd30be00ce300a17c9c97bd9ab,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000010-minami-000-1-view.jpg?exp=10800,2023-12-01T11:26:22+09:00,2023-12-01T11:26:22+09:00,南日本新聞,minami,南日本新聞,607,\nスイス企業とコラボした新商品を説明する井浦新さん＝３０日、都内\n俳優の井浦新さんが手がけるコスメブランド「Ｋｒｕｈｉ（クルヒ）」がスイス企業とコラボしたシャンプー、トリートメントの発表会が３０日、東京都内であった。天然素材と香りを売りにし、鹿児島県南大隅町のボタニカルファクトリーがＯＥＭ（相手先ブランドによる生産）供給する。\n【写真】井浦新さんがスイス企業とコラボしたシャンプー（左）とトリートメント\n井浦さんは昨年、環境保護のため自然由来の原料にこだわったコスメを扱うブランドを設立、ボタニカル社が商品を生産している。２０代の頃から香りがお気に入りのハーブオイルを製造するスイスの老舗ｎａｈｒｉｎ（ナリン）にコラボを提案、実現した。\n\n 規格外のため廃棄される南大隅町産パッションフルーツから抽出した蒸留水を使用したシャンプーとトリートメントで、商品名は「Ｋｒｕｈｉ ｃｌｉｍｂｉｎｇ ｎａｈｒｉｎ（クルヒ・クライミング・ナリン）」。\n\n 井浦さんは「トリートメントは洗い流さなくても、ヘアミルクのように使って大丈夫。香りを楽しみながら髪に潤いと栄養を与えて」とアピールした。\n\n シャンプー４０７０円、トリートメント４７３０円（各２５０ミリリットル入り）。来年１月末から伊勢丹新宿店で先行発売し、３月上旬に鹿児島市の山形屋、マルヤガーデンズなどで一般発売予定。\n南日本新聞 | 鹿児島
【速報】来夏の知事選　塩田康一知事が出馬を正式表明　鹿児島県議会（南日本新聞）,https://news.yahoo.co.jp/articles/7b663ba30da67f192f58d38ba1b87361fad402e0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000009-minami-000-1-view.jpg?exp=10800,2023-12-01T11:25:25+09:00,2023-12-01T11:25:25+09:00,南日本新聞,minami,南日本新聞,188,\n再選を目指す考えを表明する塩田康一知事＝１日、県議会\n鹿児島県の塩田康一知事（５８）は１日の県議会代表質問で、２０２４年夏の任期満了に伴う知事選で再選を目指すことを正式に表明した。\n\n 自民の西村協議員に意向を問われ、「引き続き県政を担当させていただきたいと考え、次期知事選への出馬を決意した」と述べた。塩田氏の任期は２４年７月２７日まで。\n南日本新聞 | 鹿児島
うつぶせで海に浮く迷彩服の人影…「20代くらいに見えた」 米軍オスプレイ墜落　搭乗員発見の漁師、引き上げ時の衝撃語る（南日本新聞）,https://news.yahoo.co.jp/articles/e79b0c4167dcfc748216b55068bf36c45de7d2e7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000008-minami-000-1-view.jpg?exp=10800,2023-12-01T11:15:24+09:00,2023-12-01T11:15:24+09:00,南日本新聞,minami,南日本新聞,526,\n海面を漂う搭乗員を発見した状況を説明する若松誠一さん＝３０日、屋久島町安房\n鹿児島県屋久島沖の米軍機オスプレイの墜落事故で、海面を漂う搭乗員１人を見つけ、海上保安官に引き渡した遊漁船船長が３０日、南日本新聞の取材に応じた。「現場は油の臭いがすごく、いろいろなものが散乱している状況。何とか早く引き上げたいという思いだった」と当時を振り返った。\n【写真】墜落したオスプレイの機体の一部とみられる漂流物を引き揚げる漁師＝３０日午後３時４５分、屋久島町の安房港\n遊漁船「海龍」船長の若松誠一さん（６９）＝屋久島町安房。友人と釣りの最中に、知り合いの漁師から「オスプレイが落ちた」と電話があり、約４０分かけて現場に到着した。\n\n 付近を周回すると、うつぶせで浮いた人影を発見。救命胴衣を着け、迷彩柄の服から搭乗員と認識したという。ヘルメットはかぶっていなかった。「２０代くらいに見えた。髪は黒っぽく、短かった」と話す。\n\n その後、ヘリからロープで降下した海上保安官２人と自分の船に引き上げた若松さん。「保安官が首が折れているようだと話したのを覚えている。口のまわりに血が付いていた」。事故の衝撃を物語る光景だった。\n南日本新聞 | 鹿児島
「家族もいるだろうに…悲しい」米軍オスプレイ墜落、地元漁師が懸命の捜索　機体残骸や遺留品30点以上回収、”現場”の南西20キロ付近に集中　屋久島（南日本新聞）,https://news.yahoo.co.jp/articles/89d54044ccb95a932077d740b70d0d761ae6530d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000006-minami-000-4-view.jpg?exp=10800,2023-12-01T07:43:22+09:00,2023-12-01T13:35:46+09:00,南日本新聞,minami,南日本新聞,861,\n墜落したオスプレイの機体の一部とみられる漂流物を引き揚げる漁師＝３０日午後３時４５分、屋久島町の安房港\n鹿児島県屋久島沖で起きた米軍機オスプレイの墜落事故から一夜明けた３０日、現場に近い屋久島町の安房港には次々と残骸が引き揚げられた。強い力で引きちぎられたような跡が残る機体の壁や、長さ２メートルほどの特徴的なブレード（羽）が見つかった。私物とみられるバッグなどもあり、回収にあたった地元漁師たちはやるせない思いをにじませながら、丁寧に船から運び出した。\n【写真】〈関連〉「墜落したとみられる場所」と、「多数の残骸が見つかった場所」を地図で確認する\n出港から約５時間。午後３時半ごろ、続々と漁船が港に戻ってきた。「誰か生き残っている可能性があれば見つけたかったが…」。林岳信さん（４８）＝船行＝は回収した破片を陸に揚げながら、こう漏らした。\n\n 同日は安房港から約１０隻が捜索活動に向かった。しかし、沖合は強風でうねりが高く、地元の海を熟知する漁師さえも悩ませる。残る搭乗員７人の行方は分からないままだった。\n\n 代わりに見つかったのが多数の残骸だ。墜落したとみられる島東部の地点から南西に２０キロ余り。複数の漁師が「潮目に集中しているようだった」と証言した。\n\n 各船がタモですくったり、２人がかりで船に引き揚げたり。見つかったリュックサックはポケットが半分開き、ＵＳＢケーブルやテーピング、ペンを確認できた。港で漁船を出迎えた屋久島漁協の羽生隆行組合長（６６）は「家族もいただろうに。やはり悲しいね」。\n\n この日、陸揚げされた機体の残骸などの漂流物は３０点以上。私物とみられる遺留品も多い。川東竜馬さん（４５）＝安房＝は「言葉にならない。起きてほしくない事故だった」と力なく語った。\n出漁中に墜落の瞬間を目撃した男性漁師（６６）＝船行＝は、港周辺の上空を捜索で飛び回るヘリを見ながらつぶやいた。「あの光景が頭から離れない。死ぬためにここに来たわけじゃないのにな」\n南日本新聞 | 鹿児島
「県有地では近年にない高額」 高校や商業施設が立地、海保宿舎計画も…2区画40億円で売却へ　県農業試験場跡地、来年2月入札（南日本新聞）,https://news.yahoo.co.jp/articles/bda7f6d63fb75a7e6968724a5902b31c6ed9cdf0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000007-minami-000-2-view.jpg?exp=10800,2023-12-01T08:03:21+09:00,2023-12-01T08:15:13+09:00,南日本新聞,minami,南日本新聞,591,\n鹿児島県が売却する県農業試験場跡地の一つ２６街区＝鹿児島市西谷山２丁目\n鹿児島県は３０日、県農業試験場跡地（鹿児島市西谷山２丁目）の２区画約４万２０００平方メートルを一般競争入札で売却すると発表した。予定価格（最低売却価格）は計３９億９９００万円。「県有地では近年にない高額」としている。同日から入札参加の申し込みを始め、入札日は２０２４年２月。\n【関連】農業試験場跡に10管宿舎建設へ 鹿児島県、海保へ6000㎡売却方針 残る未利用区画は民間に売却\n売却するのは、鹿児島南特別支援学校に隣接する２５街区（１万９１１９平方メートル、最低売却価格１８億９００万円）と２６街区（２万３１５２平方メートル、同２１億９０００万円）。それぞれ２月２６日と１９日に入札がある。いずれも市が「文教・福祉関連地区」と定め、高さ２５メートル以下の建築規制などがある。\n\n 農試跡は総面積１６万５８９５平方メートル。２５、２６街区と３１－２街区（１万２６６３平方メートル）の３区画が使われていない。３１－２街区のうち約半分は海上保安庁の購入が見込まれ、海保職員の宿舎が建つ予定。残る半分は市が計画する児童相談所の有力候補地となっているため、入札の対象から外れている。\n\n 農試跡には００年に開陽高校、１５年に複合商業施設「たわわタウン谷山」ができるなどした。\n南日本新聞 | 鹿児島
大麻売買で計8人逮捕　売人は同居する25歳男女、家や車に所持疑い　乾燥大麻1800gやリキッド290個、MDMA1200個など押収　鹿児島県警（南日本新聞）,https://news.yahoo.co.jp/articles/4835039473a3c48bc29510c102df9c2faff67582,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000005-minami-000-1-view.jpg?exp=10800,2023-12-01T07:37:21+09:00,2023-12-01T07:37:21+09:00,南日本新聞,minami,南日本新聞,583,\n（写真：南日本新聞社）\n鹿児島西署などは３０日、大麻取締法違反（所持・営利目的所持）容疑で、売人とみられる姶良市東餅田、無職の男＝有村仁容疑者（２５）と、同居する交際相手の無職の女＝鈴木二葉容疑者（２５）を逮捕したと発表した。福島県警と連携し、２人から大麻のような物などを譲り受けた疑いの６人も同日までに逮捕。関与した人物が他にもいるとみて捜査している。\n\n 両容疑者の逮捕容疑は共謀し、６月２７日午前１０時半ごろ自宅で大麻０．５グラムを所持。営利目的で、同日午後５時ごろ男の軽乗用車のトランクに大麻２５グラムを、同月２８日午前９時半ごろ他人名義で借りた霧島市のアパート１室に大麻相当数を所持した疑い。６～８月に３回逮捕された。\n\n 鹿児島西署によると、男は所持は認めたが「彼女は関係ない」と一部否認。女は使用目的の所持は否認、車とアパートに営利目的で大麻を保管したことは認めている。\n\n アパートなどを家宅捜索し、乾燥大麻約１８００グラム、大麻リキッド約２９０個、合成麻薬ＭＤＭＡ約１２００個、ＬＳＤを含んだ紙片約３０枚を押収。男に関する大麻の情報をつかんでいた同署や福島県警が捜査し、客の兵庫県の男２人と神奈川県の男１人、東京都の男２人、千葉県の男１人を大麻のような物などを譲り受けた疑いで１１月３０日までに逮捕した。\n南日本新聞 | 鹿児島
水増し経費をネットで請求、観光庁から事業費1898万円だまし取る　法人代表と生活支援員の2人を容疑で逮捕　鹿児島県警（南日本新聞）,https://news.yahoo.co.jp/articles/c4b0512becb263c97a3332e229156bb2d142d6c4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000004-minami-000-1-view.jpg?exp=10800,2023-12-01T07:23:22+09:00,2023-12-01T07:23:22+09:00,南日本新聞,minami,南日本新聞,320,\n（写真：南日本新聞社）\n鹿児島県警捜査２課と曽於署は２９日、詐欺の疑いで曽於市末吉町深川、法人代表の男（５４）と大阪府茨木市橋の内３丁目、生活支援員の男（５６）両容疑者を逮捕した。\n【写真】〈関連〉曽於市の位置を地図で確認する\n２人の逮捕容疑は共謀し、２０２１年３月上旬～４月下旬の間、観光庁が所管する事業の経費をだまし取ろうと、費用を水増しした請求書などをインターネット上で提出し、同庁に現金約１８９８万円を振り込ませてだまし取った疑い。\n\n 同署によると、２人は知人。「捜査に支障がある」として認否を明らかにしていない。請求したのは、同庁の「誘客多角化等のための魅力的な滞在コンテンツ造成」事業。\n南日本新聞 | 鹿児島
高校生ら10代5人共謀…不正入手のクレカを使用、財布など18点（220万円相当）だまし取る　財布を譲り受けた大学生も逮捕　鹿児島南署（南日本新聞）,https://news.yahoo.co.jp/articles/38875a1c7c0f906eefb2698479da4e62d2158826,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000002-minami-000-1-view.jpg?exp=10800,2023-12-01T07:06:21+09:00,2023-12-01T07:06:21+09:00,南日本新聞,minami,南日本新聞,371,\n（写真：南日本新聞社）\n鹿児島南署は３０日、盗品等無償譲り受けの疑いで、鹿児島市中山町、大学生の男（２０）を逮捕した。詐欺の疑いで、日置市の運搬作業員の男（１９）を逮捕、鹿児島市の男子高校生（１９）を再逮捕した。\n【関連】「少年風の者が高級ブランドを…」 高校生ら10代4人、他人のクレカでバッグなどだまし取る 鹿児島\n男と男子高校生の逮捕容疑は、薩摩川内市の無職男性（１９）、鹿児島市の男子高校生（１９）、同市の無職女性（１７）と共謀し７月２３日、不正に入手したクレジットカードを使い、鹿児島市のリサイクルショップから財布など１８点（価格合計２２０万円相当）をだまし取った疑い。\n\n 大学生の男の逮捕容疑は、だまし取った財布（価格約８万円）を盗品と知りながら譲り受けた疑い。同署によると、６人は知人。\n南日本新聞 | 鹿児島
赤字ローカル鉄道沿線の「最適な公共交通」とは?　JR九州が議論開始表明、指宿枕崎線3市を”指名”　存廃前提にせず「建設的に」（南日本新聞）,https://news.yahoo.co.jp/articles/0e12ea5ed4527fb35c6e4efa593c9bf5fbb6bdc3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000003-minami-000-1-view.jpg?exp=10800,2023-12-01T07:17:22+09:00,2023-12-01T07:17:22+09:00,南日本新聞,minami,南日本新聞,740,\n会見するＪＲ九州の古宮洋二社長＝３０日、福岡市\nＪＲ九州は３０日、指宿枕崎線の指宿－枕崎間の地域交通のあり方に関する議論を鹿児島県や沿線の指宿、南九州、枕崎の３市と始める意向を明らかにした。鉄道の存廃の前提を置かず、地域や利用者にとって最適な公共交通の形を一緒に考えたいとし、地域交通法に基づいて鉄路の存廃を話し合う「再構築協議会」設置に向けたものではないと説明する。１０月の法施行後、同社が利用が少ない路線名を挙げて沿線自治体に議論を持ちかけるのは初めて。\n【関連】鉄道存廃議論の目安 県内は3路線3区間が該当 JR九州が輸送密度公表「回復傾向あるが、人口減の影響避けられない」\n同法で制度化された「再構築協議会」は、事業者か自治体の要請を受けて国が設置する。対象は利用状況が危機的で、複数の都道府県にまたがるなど広域調整が必要な線区。１キロ当たりの１日平均乗客数を示す「輸送密度」が１０００人未満を目安とする。\n\n ＪＲ九州が９月に公表した２０２２年度の利用実績で、指宿－枕崎の輸送密度は２２０人。収支が公表された２０区間で３番目に少なく、３億３７００万円の赤字だった。乗客はＪＲ発足時からの３５年で７７％減少している。\n\n 同区間では１９年度から沿線自治体と「線区利用に関する検討会」を設け、利活用策を議論してきた。県や各市と調整し、再構築協議会や任意の会議など、新たな協議の枠組みを考えるという。\n\n 福岡市で会見した古宮洋二社長は「これまで検討会で熱心に取り組んでいただき、建設的な議論が進められると考えた。ローカル線を取り巻く環境は厳しさを増す。期限は設けないが、将来を見据えるといたずらに時間はかけられない」と話した。\n南日本新聞 | 鹿児島
米軍オスプレイ 「緊急着陸」要請後にレーダーから消える　男性遺体は米軍へ引き渡し、不明7人の捜索続く（南日本新聞）,https://news.yahoo.co.jp/articles/dee1115eda79bd386cbf14c2dac166974c4f7033,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-00000001-minami-000-1-view.jpg?exp=10800,2023-12-01T07:03:21+09:00,2023-12-01T07:03:21+09:00,南日本新聞,minami,南日本新聞,1098,\n車両をブルーシートで覆う海上保安庁関係者。墜落したオスプレイの搭乗員の遺体を米軍側に引き渡したとみられる＝３０日午後２時すぎ、中種子町の種子島空港（読者提供）\n鹿児島県屋久島の東沖約１キロ付近で２９日墜落した米空軍輸送機ＣＶ２２オスプレイのパイロットが、レーダーから機影の消える約１０分前に屋久島空港へ緊急着陸する旨の連絡をしていたことが３０日、国交省などへの取材で分かった。周辺海域で見つかり死亡を確認した男性１人は搭乗員だったことも判明。第１０管区海上保安本部や地元漁協は残る行方不明者７人の捜索を続けている。漁港には回収された残骸が次々に運ばれた。\n【写真】荒木耕治町長（左）にあいさつする松本尚防衛政務官（右）＝３０日午後０時５５分、屋久島町役場\n国内でのオスプレイ事故で死者が出るのは初めて。防衛省は当初、米側から最後までコントロールしたと説明を受けたとして「不時着水」と表現していたが、「墜落」と改めた。１０管も２９日に搭乗員８人から６人と訂正していたが、３０日に８人と再訂正した。いずれも米側の説明が交錯したなどとしている。\n\n １０管は巡視船艇６隻と航空機２機を投入。墜落現場とみられる屋久島空港南端から南東約１．２キロ沖では水中音波探知機（ソナー）の画像を基に特殊救難隊が潜って捜索した。\n\n 一帯の水深は約３０メートル。多数の浮遊物のほか、海底の複数箇所で周囲と異なる隆起が見つかった。原因究明で焦点となる機体の可能性があるとみて捜索を急いでいる。\n\n 事故を巡っては左エンジンが炎を上げていたとの目撃情報がある。国交省や関係者によると、墜落直前の２９日午後２時半ごろ、米パイロットが鹿児島空港事務所に「屋久島空港に緊急着陸したい」と連絡。間もなくレーダーから消え、墜落したとみられる。防衛省によると、複数機で米軍岩国基地（山口県）から嘉手納基地（沖縄県）に向かっていた。\n屋久島空港には３０日午前１０時４０分ごろ、米軍機が飛来し複数の米軍関係者が降り立った。海保は同日午後２時すぎ、種子島海上保安署（西之表市）に安置していた男性の遺体を、要請に基づき米軍関係者に引き渡した。自衛隊も朝から護衛艦や哨戒機を派遣した。\n\n 松本尚防衛政務官は屋久島町と県庁を訪ね「多大なる心配と不安をおかけした」と陳謝。塩田康一知事は「誠に遺憾」と述べ再発防止策が講じられるまでオスプレイの飛行停止を求めた。\n\n 事故機の緊急着陸要請について、屋久島空港を管理する県は「九州防衛局から公表を控えるよう連絡があった」として公表していない。\n南日本新聞 | 鹿児島
