headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
「大谷グローブ商店街を行く」学校から地元店に出張展示　大谷翔平選手からのプレゼントに大人も興奮（MBC南日本放送）,https://news.yahoo.co.jp/articles/a780e0efd60af539d633f4332efb669730694b39,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070711-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-04-03T19:20:00+09:00,2024-04-03T19:20:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,1363,\nMBC南日本放送\n大リーグ・ドジャースの大谷翔平選手が、去年から今年にかけて全国の小学校にグローブを贈り、話題になりました。\n子どもたちがグローブを使う機会が減る春休み期間中、鹿児島県の志布志市では、飲食店や施設などへ貸し出す、出張展示が行われています。\n\n「はいチーズ」「良いチャンスに巡り合えた。よかった」\n\n（記者）「こちらのガソリンスタンドに飾られているのは、あの大谷翔平選手のグローブ。店の人もうれしそうです」\n\n（店員）「軽い。客にグローブがあるよと紹介したら喜ばれた」\n\n３日、志布志市有明町伊崎田のガソリンスタンドに飾られたグローブ。１月上旬、大谷翔平選手から地元の伊崎田小学校に贈られたものです。\n\n（大山昭二校長）「（届いたときは）子どもたちは大変興奮して、グローブに触れた、使えたことに喜んでいた」\n\n子どもたちが使うとき以外は校長室の前に飾ってありますが、喜んだのは子どもたちだけはありません。\n\n（大山昭二校長）「学校に出入りする業者が見つけて、大谷グローブだと。どうぞ触ってくださいと声をかけたら、とても喜んでくれた。大人も喜んでもらえるということで、大谷グローブから出かけて行ったら良いのかなと」\n\nそこで始動したのが、「大谷グローブ伊崎田商店街を行く」プロジェクト。子どもたちがグローブを使わない春休み期間を利用して、校区を走る県道６３号沿いを中心に、飲食店や施設など２０か所で１日ずつ回し、貸し出します。\n\n初日は、４５年続く菓子店です。\n\n（お菓子の大園 大園玲一さん）「やっぱりかっこいい。テンション上がる。お客さんもニュースで見るだけで、見たり触ったりする機会はないので、こういう機会があって良かった」\n\n（客）「初めて見た。夢が詰まったグローブ」「（はめてみて）ばっちり。（大谷選手が）大好きなのでラッキー」\n\nピーク時には７００人を超えていた伊崎田小の全校児童は、今年度は６５人。学校に届いた大谷グローブは、子どもだけでなく地域住民の話題になっています。\n\n（お菓子の大園 大園玲一さん）「人が減って自分たちが子どものころよりにぎわいが減っていると感じる。今話題の旬のものなので、地域の活性化にも良いなと思った」\n\nこちらの飲食店でも。\n「これ、大谷さんのグローブ」\n「そうなんだ。（写真を撮りながら）良い企画だね」\n\n（客）「ニュースでしか見たことがないからありがたい。自分も小さいときはソフトボールをしていたので良い記念になった」\n\nグローブを貸し出すことになった伊崎田小の子どもたちは…\n\n「小学生だけに配られたから、大人たちも見たいと思ったから良いと思った」\n「校長先生が良い人だと思った」\n\n大谷グローブを中心に、大人も子どもも一緒に笑顔になる、伊崎田地域の春休みです。\n\n（大山昭二校長）「子どもたちが喜んで提供してくれたグローブを地域の活性化に繋げていきたい」\n\n（小学生）「大谷選手ありがとう、みんなも見に来てね」\n\n伊崎田地区でのグローブの出張展示は今月４日までで、地域の旅を終え、学校に戻ります。\n\n※伊崎田の「崎」は、たつさき\nMBC南日本放送 | 鹿児島,[],[]
交通事故防止の黄色いワッペンを新年生に贈呈「横断歩道通って右左見る」（MBC南日本放送）,https://news.yahoo.co.jp/articles/15d772952f63496775856d356a1597af20e28660,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070703-mbcnewsv-000-2-thumb.jpg?exp=10800,2024-04-03T16:10:00+09:00,2024-04-03T16:12:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,493,\nMBC南日本放送\n今月、小学校に入学する新１年生を交通事故から守ろうと、黄色いワッペンが贈られました。\n\n交通事故傷害保険がついた黄色いワッペンの贈呈は銀行や保険会社あわせて４社が毎年行っているもので、鹿児島県内の新小学１年生に１万３８２２枚が贈られます。\n\n６０回目の節目となる今回のワッペンには、表裏に人気アニメキャラクター「ピカチュウ」が描かれていて、新１年生７人の袖に付けられました。\n\nそして、横断歩道の正しい渡り方を教わりました。\n\n（新小学１年生）\nＱ小学生になる気持ちは？「うれしい」\n\nＱ横断歩道ちゃんと渡れそう？「わたれそう」\n\n（新小学１年生）\nＱどんなことに気を付ける？「横断歩道を通って右左見ること」\n\n（みずほ銀行鹿児島支店 梁瀬和久支店長）\n「この事業を通じて交通安全に対する取り組みを続けていきたい」\n\n去年、県内では、小学生の死亡事故はなかったものの、８５人の児童が交通事故でけがをし、うち２０人は登下校の際の事故でした。\n\n県警はドライバーに安全運転を呼びかけています。\nMBC南日本放送 | 鹿児島,[],[]
沖縄県の津波注意報を午後０時に解除　１日程度は海面変動が継続（MBC南日本放送）,https://news.yahoo.co.jp/articles/e2fb3560c757b54d5358743007f6fae88577595e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070702-mbcnewsv-000-4-view.jpg?exp=10800,2024-04-03T12:17:00+09:00,2024-04-03T12:18:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,299,\n台湾付近を震源地とする地震で気象庁は沖縄県に出されていた津波注意報を午後０時に解除しました。\n\n３日午前９時前に発生したマグニチュード７．７の台湾付近の地震では沖縄で最大震度４を観測し、一時、津波警報が出されその後注意報に切り替わっていました。気象庁は午後０時に津波注意報を解除しました。\n\nなお、若干の海面変動が今後１日程度継続することが予想されるとして沖縄本島地方、宮古島・八重山地方で津波予報を発表していますが被害の心配はないとしています。\n\n津波注意報は解除されたものの、気象庁は今後しばらく海水浴や磯釣り等を行う際は注意を呼びかけています。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070702-mbcnewsv-000-4-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/e2fb3560c757b54d5358743007f6fae88577595e/images/000']
台湾付近Ｍ７．７の地震　沖縄県で津波観測　鹿児島でも若干の海面変動予想　気象庁「今後、津波の実況を監視し対応」（MBC南日本放送）,https://news.yahoo.co.jp/articles/0c5cfbb948b93b0779cbacc0c1250a17b947c9fd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070700-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-04-03T12:02:00+09:00,2024-04-03T12:02:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,508,\nMBC南日本放送\n３日午前９時前、台湾付近を震源地とする地震で、一時、津波警報が沖縄県に発表されました。その後、警報は注意報に切り替わりましたが、鹿児島県内でも若干の海面変動が予想されています。\n\n午前８時５８分ごろ、台湾付近を震源とする地震がありました。震源の深さは２３キロ、マグニチュードは７．７です。\n\nこの地震で、最大震度４を沖縄県で観測し、沖縄地方に津波警報が出されましたが、午前１０時４０分に注意報に切り替えられました。これまでに与那国島と宮古島で３０センチの津波が観測されています。\n\n現在、鹿児島県内では、若干の海面変動が全域で予想されていますが、これまでに被害の情報は入っていません。\n\n地震地質学が専門の鹿児島大学・井村隆介准教授は、今後の地震や津波情報に注意してほしいと話します。\n\n（鹿児島大学・地震地質学 井村隆介准教授）\n「今回、地震が起きたところは過去にも地震があった場所。今回津波が起きたが、今後（の地震で）もっと大きな津波も起こり得る」\n「今の津波情報が急に変わる可能性があるので、情報を確認することを大事にしてほしい」\nMBC南日本放送 | 鹿児島,[],[]
県道２７０号通行止め　強風で木と電柱倒れる　南さつま市加世田津貫から久志方向へ４キロ　鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/42afe8d4d7b1cb755ad5bfd89ad2ba458731cccd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070701-mbcnewsv-000-2-view.jpg?exp=10800,2024-04-03T11:56:00+09:00,2024-04-03T11:57:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,231,\n強風による倒木などで、南さつま市の県道２７０号は、午前１０時から通行止めとなっています。\n\n南薩地域振興局によりますと、３日午前９時ごろ、南さつま市の加世田津貫から久志方面に向かう県道２７０号久志上津貫線で、強風のため、高さおよそ５メートルの木と、電柱が道路をふさぐように倒れているのが見つかりました。\n\n撤去作業のため、周辺のおよそ４キロで午前１０時から通行止めとなっています。\n\nけが人はいないということです。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070701-mbcnewsv-000-2-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/42afe8d4d7b1cb755ad5bfd89ad2ba458731cccd/images/000']
台湾震源の地震　奄美、徳之島の計４便欠航に　鹿児島関係の交通にも影響（MBC南日本放送）,https://news.yahoo.co.jp/articles/d2e04ce9905e20373a24087df94250d1e5ed351a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070697-mbcnewsv-000-2-thumb.jpg?exp=10800,2024-04-03T12:00:00+09:00,2024-04-03T16:15:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,357,\nMBC南日本放送\n今回の地震を受けて日本航空の奄美大島と、徳之島の往復４便が欠航するなど、県内でも交通への影響が出ました。\n\n那覇空港事務所などによりますと、那覇空港が、午前９時２５分からおよそ１時間半、民間機の着陸を停止した影響で、羽田空港から沖縄に向かっていた日本航空の便など、合わせて４便が目的地を変更して鹿児島空港に着陸しました。\n\n鹿児島空港発の便では、全日空とソラシドエア共同運航の那覇行きが一時、運航を見合わせたほか、日本航空の奄美大島と、徳之島の往復４便が欠航しました。\n\n一方、海の便では、沖縄の本部港に入港していた「クイーンコーラルプラス」が沖合に一時退避しましたが、津波警報から注意報へ切り替わったことを受け、与論島に向けて通常運航しました。\nMBC南日本放送 | 鹿児島,[],[]
台湾震源の地震の影響　鹿児島空港到着便に乗客が機内に（MBC南日本放送）,https://news.yahoo.co.jp/articles/cfccc9ff8452d235dd47fa5d71494c9169276b30,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070699-mbcnewsv-000-1-view.jpg?exp=10800,2024-04-03T11:40:00+09:00,2024-04-03T11:40:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,277,\n沖縄地方に津波警報が出された影響で東京発沖縄行きの航空便が行き先を鹿児島に変更するなど、影響が出ました。\n\n鹿児島空港事務所によりますと、鹿児島空港に着陸した便や目的地を変更して鹿児島空港に着陸した複数の便が駐機していますが、乗客は、機内にとどまっているということです。\n\n鹿児島空港事務所によりますと、全日空とソラシドエアの共同運航便で、午前９時２０分に鹿児島を出発する予定だった那覇行きの便が運航を見合わせています。\n\nこのほか、日本航空の鹿児島と奄美大島、鹿児島と徳之島を往復する４便が欠航しました。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070699-mbcnewsv-000-1-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/cfccc9ff8452d235dd47fa5d71494c9169276b30/images/000']
台湾付近の地震で気象庁　津波警報を注意報に切り替え　規模をＭ７．５→７．７　震源深さ「ごく浅い」→２３キロに変更（MBC南日本放送）,https://news.yahoo.co.jp/articles/c289b3403a76ac5de0d11b516a7da2a2e85eefd6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2024-04-03T10:59:00+09:00,2024-04-03T10:59:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,369,\n沖縄に出されていた津波警報は午前１０時４０分に津波注意報に切り替えられました。\n\n午前８時５８分の台湾付近で発生した地震を受け気象庁は沖縄本島地方、宮古島・八重山地方に津波警報を発表していましたが、午前１０時４０分に津波注意報に切り替えました。\n\nこれまでに与那国島で３０センチ、宮古島で２０センチ、石垣島で２０センチの津波が観測されています。\n\n鹿児島県内ではこれまでに被害の情報は入っていませんが、気象庁は、県内でも若干の海面変動のおそれがあるとしています。\n\nなお、気象庁は今回の台湾での地震について地震の規模を示すマグニチュードを「７．５」からおよそ２倍の「７．７」に更新しました。\nまた速報値では「ごく浅い」としていた震源の深さはについては「深さ２３キロ」に更新しています。\nMBC南日本放送 | 鹿児島,[],[]
沖縄地方に一時津波警報で鹿児島銀行の沖縄県内支店は臨時休業 台湾の地震で（MBC南日本放送）,https://news.yahoo.co.jp/articles/277aa0ce819dc1c90ead9707a9d39a2578afa66c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2024-04-03T10:52:00+09:00,2024-04-03T10:53:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,95,\n鹿児島銀行によりますと、沖縄地方に一時、津波警報が発表された影響で、沖縄県内にある２つの支店、沖縄支店と新都心支店を３日終日、臨時休業するということです。\nMBC南日本放送 | 鹿児島,[],[]
「台湾周辺今後さらに大きな地震・津波も起こり得る」今後の注意点は？地震専門家に聞く（MBC南日本放送）,https://news.yahoo.co.jp/articles/8609b1bf4a6b631b8cbf4762e985028cb9969dad,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070690-mbcnewsv-000-3-view.jpg?exp=10800,2024-04-03T10:13:00+09:00,2024-04-03T10:15:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,382,\n午前８時５８分ごろに台湾付近で起きた地震で、沖縄本島地方と宮古島・八重山地方に津波警報が発表され、鹿児島県内でも若干の海面変動が予想されています。\n\n地震地質学が専門の鹿児島大学・井村隆介准教授に今後の注意点を聞きました。\n\n（井村准教授）\n「鹿児島県内は注意報を出す基準になっていないだけで、県境をこえれば突然、津波が無くなることはない」\n\n「鹿児島県の南西諸島、特に、与論島、沖永良部島などは海岸沿いの人は注意が必要。鹿児島県内でも状況次第で、津波注意報・警報が発表されるかもしれない」\n\n「今回、地震が起きた台湾周辺は過去にも地震があった場所。それによって津波が起きたが、今後の地震でもっと大きな津波も起こり得る」\n\n「今の津波情報が急に変わる可能性があるので、情報を確認することを大事にしてほしい」\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070690-mbcnewsv-000-3-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/8609b1bf4a6b631b8cbf4762e985028cb9969dad/images/000']
鹿児島・沖縄の満潮時刻は　沖縄で津波観測　鹿児島で「若干の海面変動」予想　台湾で地震（MBC南日本放送）,https://news.yahoo.co.jp/articles/cf7c9cba9af72256f0e01a1a93aba328aae8fd22,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070692-mbcnewsv-000-2-view.jpg?exp=10800,2024-04-03T10:45:00+09:00,2024-04-03T10:46:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,265,\n奄美地方の満潮時刻です。\n\n・奄美市名瀬小湊が午後０時２２分\n・奄美市名瀬が午後０時５５分\n・十島村の中之島が午後０時４２分です。\n\n台湾付近の地震で、沖縄地方では、最大で３０センチの津波が観測されています鹿児島県でも「若干の海面変動」が予想されています。\n\n海面変動と満潮が重なると潮位の変化が大きくなる場合があるので注意が必要です。\n\n沖縄の満潮時刻は\n・沖縄南城市が午後０時４３分\n・那覇が午後１時１６分\n・石垣が午後１時１０分\n・与那国が午後１時１２分です。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070692-mbcnewsv-000-2-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/cf7c9cba9af72256f0e01a1a93aba328aae8fd22/images/000']
台湾震源の地震　沖縄・鹿児島近海の操業船に警戒呼びかけ　県無線漁業協同組合（MBC南日本放送）,https://news.yahoo.co.jp/articles/fc2d883e0c4220d0e07f877cf505254ca5bd1d51,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2024-04-03T10:12:00+09:00,2024-04-03T10:12:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,144,\n鹿児島県無線漁業協同組合によりますと、組合に所属する漁船１隻が宮古島沖で漁をしていましたが、午前１０時現在、連絡が取れ、被害の情報は入っていないということです。\n\n組合は沖縄と鹿児島近海で操業する船に対し、津波に警戒するよう無線で呼びかけています。\nMBC南日本放送 | 鹿児島,[],[]
台湾震源の地震　鹿児島関係の航空便影響（MBC南日本放送）,https://news.yahoo.co.jp/articles/f9b33e6f67456df7c2cdca595f3510d64c605c4d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070688-mbcnewsv-000-3-view.jpg?exp=10800,2024-04-03T10:02:00+09:00,2024-04-03T10:06:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,390,\n沖縄県の宮古島・八重山地方に津波警報が出されたことを受け、国土交通省大阪航空局那覇空港事務所によりますと、那覇空港は午前９時２５分現在、航空機の離着陸を停止しているということです。\n\nこの影響で羽田空港を出発して沖縄に向かっていた日本航空の便が午前９時５６分ごろ、目的地を変更して鹿児島空港に着陸しました。\n\nまた鹿児島空港事務所によりますと、羽田から沖縄の石垣島に向かっていた日本航空の１便と関西から石垣島に向かっていた日本航空の１便、福岡から那覇に向かっていたスカイマークの１便が目的地を変更して鹿児島空港に向かったということです。\n\nさらに全日空とソラシドエアが共同で運行し、午前９時２０分に鹿児島を出発する予定だった那覇行きの便が運航を見合わせたほか、日本航空の鹿児島と奄美大島、鹿児島と徳之島を往復する４便が欠航しました。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070688-mbcnewsv-000-3-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/f9b33e6f67456df7c2cdca595f3510d64c605c4d/images/000']
沖縄～鹿児島航路の船舶の対応　沖縄では沖合い退避も（MBC南日本放送）,https://news.yahoo.co.jp/articles/9748ac33cce9c1634a238bbbe4bc7675ec75fe5e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070689-mbcnewsv-000-3-view.jpg?exp=10800,2024-04-03T10:09:00+09:00,2024-04-03T10:11:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,182,\n鹿児島・沖縄航路を運航するマリックスラインによりますと、沖縄本島の本部港に入港していたクイーンコーラルプラスは荷役作業を中止して沖合に退避したということです。\n\n鹿児島・沖縄航路を運航するマルエーフェリーによりますと、午前９時半現在、徳之島・亀津港に入港中の沖縄行きフェリーあけぼのは、今のところ与論まで通常運航の予定です。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070689-mbcnewsv-000-3-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/9748ac33cce9c1634a238bbbe4bc7675ec75fe5e/images/000']
奄美大島近海で地震　瀬戸内町で最大震度１　津波の心配なし（MBC南日本放送）,https://news.yahoo.co.jp/articles/86bdc360985e2ab5f7333c25439784eb9f38c997,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00236253-mbcnewsv-000-2-view.jpg?exp=10800,2024-04-03T10:02:00+09:00,2024-04-03T10:03:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,146,\n３日午前９時５５分ごろ最大震度１の地震がありました。\n震源は奄美大島近海で震源の深さは約４０キロメートル。\n地震の規模を示すマグニチュードは２．７と推定されています。\n\n各地の震度は、震度１が瀬戸内町です。\nこの地震による津波の心配はありません。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00236253-mbcnewsv-000-2-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/86bdc360985e2ab5f7333c25439784eb9f38c997/images/000']
台湾付近震源Ｍ７．５の地震　沖縄県に津波警報　鹿児島でも若干の海面変動予想　気象庁「今後津波の実況を監視し対応」（MBC南日本放送）,https://news.yahoo.co.jp/articles/3f5e8867042da055dc6b30e300224182c821b016,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070686-mbcnewsv-000-2-view.jpg?exp=10800,2024-04-03T09:43:00+09:00,2024-04-03T09:44:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,363,\n３日午前９時前台湾付近を震源地とするマグニチュード７．５の地震があり、津波警報が、沖縄県沿岸に発表されています。\n鹿児島でも若干の海面変動が予想されていて、気象庁は潮位の変化を監視しながら、対応を進めるとしています。\n\n３日午前８時５８分ごろ台湾付近を震源とする地震がありました。\n震源はごく浅く、地震の規模を示すマグニチュードは７．５と推定されます。\n\nこの地震で、震度４を沖縄県の与那国島で、震度３を石垣島と西表島で観測し、津波警報が、沖縄本島地方と宮古島・八重山地方に発表されています。\n\nまた、若干の海面変動が、鹿児島県内では、奄美群島・トカラ列島、種子島・屋久島地方、鹿児島県東部・西部で予想されています。\n気象庁は津波の実況を監視しながら、対応を進めています。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070686-mbcnewsv-000-2-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/3f5e8867042da055dc6b30e300224182c821b016/images/000']
沖縄に津波警報　鹿児島県でも「若干の海面変動」の可能性（MBC南日本放送）,https://news.yahoo.co.jp/articles/95839ce8e5da1229a73ae8357e2d2ce2cf9496e3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070685-mbcnewsv-000-1-view.jpg?exp=10800,2024-04-03T09:27:00+09:00,2024-04-03T09:27:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,231,\n３日午前８時５８分ごろ、台湾付近を震源とする地震がありました。\n震源はごく浅く、地震の規模を示すマグニチュードは７．５と推定されます。\n\nこの地震で、震度４を沖縄県与那国島、震度３を石垣島・西表島で観測されました。\n\n現在、津波警報が、沖縄本島地方と宮古島・八重山地方に発表されています。\n\nまた、若干の海面変動が、鹿児島県内では、奄美群島・トカラ列島、種子島・屋久島地方、鹿児島県東部・西部で予想されています。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240403-00070685-mbcnewsv-000-1-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/95839ce8e5da1229a73ae8357e2d2ce2cf9496e3/images/000']
知名町役場に被害情報はなし「津波注意報に備え情報収集中」　鹿児島県（MBC南日本放送）,https://news.yahoo.co.jp/articles/64f36fe8694df224ce3941d383d2e908fe572799,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2024-04-03T09:51:00+09:00,2024-04-03T09:51:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,207,\n沖永良部島の知名町役場によりますと、午前９時半時点で、町内に被害の情報はなく、今後、津波注意報が発令されることも想定し、情報収集しているということです。\n\n（知名町総務課村上一輝主事）\n「（地震発生時刻は）役場で待機していた」\n\nＱ．揺れは感じなかった？\n「特に感じなかった」「現在情報収集に努めるとともに、津波注意報が発令された場合に備えて、準備をしているところ」\nMBC南日本放送 | 鹿児島,[],[]
