headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
吹上砂丘荘の来年３月閉館　日置市が市議会に提案「判断もらうタイミング」鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/8f4bc5d8c83242fad3c92b71ac862c0b8cc73e26,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070034-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-02-21T19:23:00+09:00,2024-02-21T19:23:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,718,\nMBC南日本放送\n日置市は、直営の宿泊施設・吹上砂丘荘を来年の３月末で閉館する議案を、２１日に開会した市議会の３月定例会で提案しました。\n\n（日置市 永山由高市長）「日置市国民宿舎事業を廃止するため、関係条例の整備を図りたいので提案する」\n\n吹上砂丘荘は１９７０年にオープンした市直営の宿泊施設で、スポーツ合宿の拠点としても使われてきました。\n\nしかし、施設の老朽化や従業員確保の難しさなどから、市は今月１日に住民説明会を開いて、来年３月３１日で閉館する方針を伝え、一部の住民からは撤回を求める声も上がっていました。\n\n２１日の市議会では、反対の声もある中でなぜ閉館の提案をしたのかという質問も。\n\n（市議）「（説明会で）今度の議会に（廃止を）提案しないでくれという意見が次から次に出された。住民の声を無視して提案した見解、説明をお願いしたい」\n\n（総務企画部長）「施設の老朽化なども踏まえると、市が経営していくことは非常に厳しいと総合的に判断して、３月議会に提案した」\n\n市は３年前に「今後３年で道筋を示す」との方針を示して検討してきたため、このタイミングでの提案となったとしています。\n\n（日置市 永山由高市長）「地域にとっても従業員にとっても、しっかりとこの段階で、今後の方針を行政として示して議会の判断をもらう。やはりこのタイミングが必要であろう。必ずしも建物を除却することありきではなく、いろんな企業や団体に活用してもらえる可能性を提案してともに模索していきたい」\n\n市議会には、閉館の議案に反対する請願・陳情が５件提出されていて、今後、議論されます。\nMBC南日本放送 | 鹿児島,[],[]
「燃やせば出勤しなくて済むと」会社の電子レンジで食料品を加熱し発火…建物への放火未遂容疑　会社員（１９）逮捕（MBC南日本放送）,https://news.yahoo.co.jp/articles/c1ad59d5273c50d2451409aab4db0976cfcd87a7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070025-mbcnewsv-000-3-view.jpg?exp=10800,2024-02-21T16:52:00+09:00,2024-02-21T16:54:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,319,\n勤務する会社の電子レンジを発火させて建物を燃やそうとしたとして、１９歳の会社員の男が逮捕されました。\n\n放火未遂の疑いで逮捕されたのは、鹿児島市に住む１９歳の会社員の男です。\n\n鹿児島中央警察署によりますと、男は１９日午後１１時すぎ、勤務する会社の電子レンジで食料品を加熱し、発火させ、建物を燃やそうとした疑いがもたれています。\n電子レンジの内側が焼けたものの、建物への延焼はなく、けが人はいませんでした。\n\n２０日に「会社の電子レンジが焦げている」と関係者から警察に通報があり発覚しました。取り調べに対して男は容疑を認め、「燃やせば出勤しなくて済むと思った」と話しているということです。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070025-mbcnewsv-000-3-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/c1ad59d5273c50d2451409aab4db0976cfcd87a7/images/000']
県下一周駅伝最終日　総合優勝は鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/1555ea5c5bed28b0b57cc9e8312dc44018050d09,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070023-mbcnewsv-000-3-thumb.jpg?exp=10800,2024-02-21T16:10:00+09:00,2024-02-21T16:12:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,129,\nMBC南日本放送\n県下一周駅伝の結果です。\n\n県内１２地区のランナーが５日間にわたって健脚を競う県下一周駅伝、最終日。\n\n先ほど鹿児島が１位で鹿児島市役所前にゴールしました。そして総合優勝には鹿児島が輝きました。\nMBC南日本放送 | 鹿児島,[],[]
タイのアイドルグループが鹿児島の魅力体験（MBC南日本放送）,https://news.yahoo.co.jp/articles/36d4dea7d1c31acada82c0bedf7e71d37d4a5f99,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070024-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-02-21T16:46:00+09:00,2024-02-21T16:46:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,396,\nMBC南日本放送\n海外の観光客に鹿児島の歴史や食文化を体験してもらおうと、観光地を回るモニターツアーが行われました。\n\n参加したのは、タイで人気のアイドルグループＰＲＥＴＺＥＬＬＥの３人です。歴史を学びながら鹿児島の大きな魅力である食文化を体験するもので、地方創生推進協同機構が企画しました。\n\n一行は今月、４日間の日程で桜島や霧島、出水などを巡りました。鹿児島市の仙巌園では薩摩切子のかけらで作る細工作りを体験し、伝統文化に触れました。\n\n（Ａｕｍａｉｍさん）「みなさん、とても親切で食べ物もおいしいし、すてきな所なのでタイの人たちも来てほしいです」\n\n（ツアーを企画した地方創生推進協同機構 庄司岳さん）「タイと日本の若者同士の交流があればと思っている」\n\n今回のツアーのノウハウは、海外の富裕層向けの旅行企画などに活用されます。\nMBC南日本放送 | 鹿児島,[],[]
薩摩川内市立海星中学校における「タグラグビー教室」（MBC南日本放送）,https://news.yahoo.co.jp/articles/54bc7c783eef1af4313eba3d3a3838c49b03397a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070022-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-02-21T16:06:00+09:00,2024-02-21T16:06:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,466,\nMBC南日本放送\n甑島の中学校で、かごしま国体で活躍した選手らによるタグラグビー教室が行われました。\n\nこれは九州電力が、こどもたちにエネルギーやスポーツに関する体験の場を提供しようと、各地で行っている取り組みの一環として行われました。\n\n甑島の海星中学校で行われたタグラグビー教室は、かごしま国体のラグビー競技の準優勝に貢献した、元７人制ラグビー日本代表の桑水流裕策選手を迎えて行われました。\n\n海星中学校に勤める苑田海斗先生が、同じ国体チームに所属していたことから実現したもので、中学生と校区内の小学生、およそ４０人が指導を受けました。こどもたちは熱心に耳を傾け、タグラグビーを楽しんでいました。\n\n（生徒）\n「貴重な経験をさせてもらい、嬉しく思います」\n「楽しかったです」\n\n（桑水流裕策選手）\n「子供たちがすごく素直で元気だなあという印象があります」\n\n（苑田海斗先生）\n「こういう御縁をいただけた中で、生徒たちに自分の経験を還元できたのはよかったです」\nMBC南日本放送 | 鹿児島,[],[]
トビウオなど前年の約３割　西之表市の水揚げ量が２０１８年以降で過去最低　「基地工事の影響否めない」（MBC南日本放送）,https://news.yahoo.co.jp/articles/458e9c3a8f454d6941bdd26e371b9513334ae6b4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070018-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-02-21T11:58:00+09:00,2024-02-21T11:58:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,411,\nMBC南日本放送\n馬毛島での自衛隊基地整備と、アメリカ軍の訓練移転に向けた工事が進む西之表市で、去年１年間の水揚げ量が２０１８年の統計開始以降で過去最低だったことが分かりました。\n\n西之表市によりますと去年の年間の水揚げ量は、前年から６０トンほど減少しおよそ１３７トンで、統計を開始した２０１８年以降で、過去最低だったことが分かりました。\n\n主な特産品の水揚げではトビウオはおよそ２１トンで、前年の３割ほどに減少し、主要な漁場がある馬毛島東側での漁が制限され馬毛島産のトコブシはおよそ７９キロで、前年の１割ほどに減少しました。\n\n市は水揚げの減少について「漁師の高齢化や近年のキビナゴなどの不漁で年々、減少傾向だった」とした上で、「地元の漁師が基地工事のために作業員を馬毛島へ輸送する交通船などの業務にあたっていて基地工事の影響も否めず、現状を危惧している」としています。\nMBC南日本放送 | 鹿児島,[],[]
曽於市で「吉井淳二記念大賞展」始まる　鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/e9b763da06e25bf424ff3e3659c58d512a7a17be,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070020-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-02-21T16:04:00+09:00,2024-02-21T16:04:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,504,\nMBC南日本放送\n曽於市出身の洋画家・吉井淳二さんを記念した絵画の公募展が、出身地の曽於市で、開かれています。\n\n「吉井淳二記念大賞展」は、今回が４１回目で、一般や高校生など６つの部門に県内外から合わせて２８５５点の応募がありました。\n\n一般部門の大賞には、宮崎市の伊集院正さんの「木花咲耶」が受賞しました。\n\n（一般部門・大賞 伊集院正さん）\n「２人の女性の神様を描いている作品です。木花咲耶姫というのが神話に登場するんですけど、絵の中に動物がいたり魚がいたり、花を持っているという構図で描きました」\n\n「濃淡のはっきりした絵とか、命のつながりというのをテーマにして、この先も描いていきたい」\n\n高校生部門の大賞には、曽於高校１年、清水太朗さんの「森閑の老木」が選ばれました。\n\n（高校生部門・大賞 清水太朗さん）\n「去年の夏に、屋久島に行く機会があって、そこで屋久杉を見て、生命のパワーとか感じて、その感動を絵に表したいと思い、描きました」\n\n吉井淳二記念大賞展は、曽於市の末吉総合体育館で来月３日まで開かれています。入場は無料です。\nMBC南日本放送 | 鹿児島,[],[]
薩摩大隅、種子屋久地方　大気の状態不安定　突風のおそれ（MBC南日本放送）,https://news.yahoo.co.jp/articles/9997fa08008dfa14995e356fd005854baae4c352,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070019-mbcnewsv-000-2-thumb.jpg?exp=10800,2024-02-21T12:00:00+09:00,2024-02-21T12:01:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,378,\nMBC南日本放送\n九州南部では、大気の状態が非常に不安定となっており、２２日昼前にかけて落雷や竜巻などの激しい突風に注意が必要です。\n\n九州付近に停滞する前線に向かって暖かく湿った空気が流れ込み、薩摩、大隅、種子島・屋久島地方では、大気の状態が非常に不安定となっています。\n\n２１日はこれまでに、南九州市頴娃町で１時間に６５ミリ、長島町で６３ミリ、鹿屋市で５８ミリ、鹿児島市で５４ミリの非常に激しい雨を観測し、気象台は２１日朝、鹿屋市に大雨警報を発表し、警戒を呼びかけました。\n\n現在は警報は解除されていますが、薩摩、大隅、種子島・屋久島地方では、２２日昼前にかけて局地的に積乱雲が発達し、落雷や竜巻などの激しい突風のおそれがあります。\n\n気象台は、落雷、竜巻などの激しい突風に注意を呼びかけています。\nMBC南日本放送 | 鹿児島,[],[]
鹿屋市大雨警報解除　鹿児島県（MBC南日本放送）,https://news.yahoo.co.jp/articles/e53b569e5f20ab93b1e020221640f67183b1a88c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070017-mbcnewsv-000-1-view.jpg?exp=10800,2024-02-21T09:26:00+09:00,2024-02-21T09:26:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,50,\n鹿屋市に発表されていた大雨警報は午前７時２８分に解除されました。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070017-mbcnewsv-000-1-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/e53b569e5f20ab93b1e020221640f67183b1a88c/images/000']
鹿屋市に大雨警報　浸水に警戒を　鹿児島県内きょうも雨続く（MBC南日本放送）,https://news.yahoo.co.jp/articles/9063ab7933a2b21b53a14eb261168ff4324f874f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00125344-mbcnewsv-000-2-view.jpg?exp=10800,2024-02-21T07:34:00+09:00,2024-02-21T07:35:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,586,\n気象台は鹿屋市に大雨警報を発表し、２１日朝にかけて低い土地の浸水に警戒を呼びかけています。\n\n薩摩、大隅、種子島・屋久島地方では、２２日昼前にかけて落雷や竜巻などの激しい突風に注意が必要です。\n\n九州付近に停滞する前線に向かって暖かく湿った空気が流れ込み、薩摩、大隅、種子島・屋久島地方では、大気の状態が非常に不安定となっています。\n\n鹿児島県内には西から雨雲が断続的的に流れ込んでいます。\n\n鹿屋市では、２１日朝にかけて大雨となる見込みです。\n薩摩、大隅、種子島・屋久島地方では、２２日昼前にかけて局地的に積乱雲が発達し、落雷や竜巻などの激しい突風のおそれがあります。\n\n降り始め（２０日４時）から２１日５時までの降水量は、枕崎で１５４．５ミリ、鹿児島市喜入で１４７．５ミリ、鹿屋市で１１９．５ミリなどとなっています。\n\n\n＜雨の予想＞\n２１日に予想される１時間雨量は、\n 薩摩地方と大隅地方で４０ミリ\n 種子島・屋久島地方で１０ミリです。\n\n２２日午前６時までに\n 予想される２４時間雨量は\n 薩摩地方と大隅地方で１００ミリ\n 種子島・屋久島地方で４０ミリです。\n\n気象台は、低い土地の浸水に警戒するとともに、河川の増水、土砂災害、落雷、竜巻などの激しい突風に注意を呼びかけています。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00125344-mbcnewsv-000-2-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/9063ab7933a2b21b53a14eb261168ff4324f874f/images/000']
鹿児島県内で停電相次ぐ、姶良市で一時最大５５００戸　県本土・種子屋久に雷注意報（MBC南日本放送）,https://news.yahoo.co.jp/articles/0520d2a1bfc654123ec801dce8e10c19017fcb44,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070016-mbcnewsv-000-6-view.jpg?exp=10800,2024-02-21T00:39:00+09:00,2024-02-21T00:44:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,294,\n鹿児島県内で停電が相次いでいます。\n\n九州電力送配電によりますと、２１日午前０時すぎ、姶良市の西餅田・東餅田・平松・松原町・宮島町周辺のあわせておよそ５５００戸で停電が発生しました。\n停電は徐々に復旧しつつあるものの、午前０時半現在、西餅田・東餅田などのあわせておよそ６００戸で停電が続いています。\n\n県内では２０日夜１０時から１１時ごろにかけて、南九州市頴娃町や志布志市でも一時、停電が発生しました。\n\n停滞する前線の影響で、鹿児島県内は大気の状態が非常に不安定となり、薩摩、大隅、種子島・屋久島地方の全域に雷注意報が発表されています。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240221-00070016-mbcnewsv-000-6-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/0520d2a1bfc654123ec801dce8e10c19017fcb44/images/000']
